"Test Number"|"CAS Number"|"Chemical Name"|"Chemical Grade"|"Chemical Analysis"|"Test Method"|"Chemical Purity Mean Op"|"Chemical Purity Mean(%)"|"Chemical Purity Min Op"|"Chemical Purity Min(%)"|"Chemical Purity Max Op"|"Chemical Purity Max(%)"|"Species Scientific Name"|"Species Group"|"Organism Lifestage"|"Organism Age Mean Op"|"Organism Age Mean"|"Organism Age Min Op"|"Organism Age Min"|"Organism Age Max Op"|"Organism Age Max"|"Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Standardized)"|"Conc 1 Mean Op (Standardized)"|"Conc 1 Mean (Standardized)"|"Conc 1 Min Op (Standardized)"|"Conc 1 Min (Standardized)"|"Conc 1 Max Op (Standardized)"|"Conc 1 Max (Standardized)"|"Conc 1 Units (Standardized)"|"Conc 2 Type (Standardized)"|"Conc 2 Mean Op (Standardized)"|"Conc 2 Mean (Standardized)"|"Conc 2 Min Op (Standardized)"|"Conc Min 2 (Standardized)"|"Conc 2 Max Op (Standardized)"|"Conc 2 Max (Standardized)"|"Conc 2 Units (Standardized)"|"Conc 3 Type (Standardized)"|"Conc 3 Mean Op (Standardized)"|"Conc 3 Mean (Standardized)"|"Conc 3 Min Op (Standardized)"|"Conc Min 3 (Standardized)"|"Conc 3 Max Op (Standardized)"|"Conc 3 Max (Standardized)"|"Conc 3 Units (Standardized)"|Effect|"Effect Measurement"|Endpoint|"Response Site"|"Observed Duration Mean Op (Days)"|"Observed Duration Mean (Days)"|"Observed Duration Min Op (Days)"|"Observed Duration Min (Days)"|"Observed Duration Max Op (Days)"|"Observed Duration Max (Days)"|"Observed Duration Units (Days)"|"Test Type"|"Temperature Mean Op"|"Temperature Mean"|"Temperature Min Op"|"Temperature Min"|"Temperature Max Op"|"Temperature Max"|"Temperature Units"|"Hardness Mean Op"|"Hardness Mean"|"Hardness Min Op"|"Hardness Min"|"Hardness Max Op"|"Hardness Max"|"Hardness Units"|"Alkalinity Mean Op"|"Alkalinity Mean"|"Alkalinity Min Op"|"Alkalinity Min"|"Alkalinity Max Op"|"Alkalinity Max"|"Alkalinity Units"|"pH Mean Op"|"pH Mean"|"pH Min Op"|"pH Min"|"pH Max Op"|"pH Max"|"Author"|"Reference Number"|"Title"|"Source"|"Publication Year"|
1069656|50293|1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene]|Standard|Unmeasured|Not coded|>|99||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||12||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Active ingredient||0.00061||0.00058||0.00064|AI mg/L|||||||||||||||||Reproduction|Reproduction, general|EC50|Not reported||14||NR||NR|Day(s)|Not coded|||||||NR||||320*||340*|mg/L CaCO3|||||||NR||7.6*|||||Maki,A.W., and H.E. Johnson|5525|Effects of PCB (Aroclor 1254) and p,p'-DDT on Production and Survival of Daphnia magna Strauss|Bull. Environ. Contam. Toxicol.13(4): 412-416|1975|
1096168|7440439|Cadmium|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate||10||NR||NR|Day(s)|Static|Fresh water|Lab|NR|Total||0.1312||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50/|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||HARD|||||||NR|||||||Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow|6809|Variation in the Development of Cadmium Resistance in Daphnia magna Straus; Effect of Temperature, Nutrition, Age, and Genotype|Environ. Pollut.80:153-158|1993|
1134306|7440439|Cadmium|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.036||0.025||0.052|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||19.5|||||C||||26||32|mg/L CaCO3||30|||||mg/L CaCO3||7.8||7.5||7.8|Schuytema,G.S., P.O. Nelson, K.W. Malueg, A.V. Nebeker, D.F. Krawczyk, and A.K. Ratcliff|10929|Toxicity of Cadmium in Water and Sediment Slurries to Daphnia magna|Environ. Toxicol. Chem.3(2): 293-308|1984|
1131346|7440439|Cadmium|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Total||0.024||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||14||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR|||||||Van Leeuwen,C.J., W.J. Luttmer, and P.S. Griffioen|10589|The Use of Cohorts and Populations in Chronic Toxicity Studies with Daphnia magna: A Cadmium Example|Ecotoxicol. Environ. Saf.9:26-39|1985|
1134301|7440439|Cadmium|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total|>|0.036||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||19.5|||||C||||26||32|mg/L CaCO3||30|||||mg/L CaCO3||7.8|||||Schuytema,G.S., P.O. Nelson, K.W. Malueg, A.V. Nebeker, D.F. Krawczyk, and A.K. Ratcliff|10929|Toxicity of Cadmium in Water and Sediment Slurries to Daphnia magna|Environ. Toxicol. Chem.3(2): 293-308|1984|
1134304|7440439|Cadmium|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.04||0.033||0.05|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||19.5|||||C||||26||32|mg/L CaCO3||30|||||mg/L CaCO3||||6.6||6.7|Schuytema,G.S., P.O. Nelson, K.W. Malueg, A.V. Nebeker, D.F. Krawczyk, and A.K. Ratcliff|10929|Toxicity of Cadmium in Water and Sediment Slurries to Daphnia magna|Environ. Toxicol. Chem.3(2): 293-308|1984|
1134305|7440439|Cadmium|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.062||0.056||0.068|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C||||26||32|mg/L CaCO3||30|||||mg/L CaCO3||7.5||7.3||7.8|Schuytema,G.S., P.O. Nelson, K.W. Malueg, A.V. Nebeker, D.F. Krawczyk, and A.K. Ratcliff|10929|Toxicity of Cadmium in Water and Sediment Slurries to Daphnia magna|Environ. Toxicol. Chem.3(2): 293-308|1984|
1134302|7440439|Cadmium|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.033||0.027||0.04|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||19.5|||||C||||26||32|mg/L CaCO3||30|||||mg/L CaCO3||7.8|||||Schuytema,G.S., P.O. Nelson, K.W. Malueg, A.V. Nebeker, D.F. Krawczyk, and A.K. Ratcliff|10929|Toxicity of Cadmium in Water and Sediment Slurries to Daphnia magna|Environ. Toxicol. Chem.3(2): 293-308|1984|
1136520|7440439|Cadmium|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.118||0.089||0.155|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded|||||||NR||45|||||mg/L CaCO3||||43||45|mg/L CaCO3||||7.2||7.4|Mount,D.I., and T.J. Norberg|11181|A Seven-Day Life-Cycle Cladoceran Toxicity Test|Environ. Toxicol. Chem.3(3): 425-434|1984|
1134303|7440439|Cadmium|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.024||0.019||0.03|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded||19.5|||||C||||26||32|mg/L CaCO3||30|||||mg/L CaCO3||||6.6||6.7|Schuytema,G.S., P.O. Nelson, K.W. Malueg, A.V. Nebeker, D.F. Krawczyk, and A.K. Ratcliff|10929|Toxicity of Cadmium in Water and Sediment Slurries to Daphnia magna|Environ. Toxicol. Chem.3(2): 293-308|1984|
1131347|7440439|Cadmium|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Total||0.014||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||21||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR|||||||Van Leeuwen,C.J., W.J. Luttmer, and P.S. Griffioen|10589|The Use of Cohorts and Populations in Chronic Toxicity Studies with Daphnia magna: A Cadmium Example|Ecotoxicol. Environ. Saf.9:26-39|1985|
1112252|7440473|Chromium|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||12||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||5.2||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||3||NR||NR|Day(s)|Not coded||20|||||C||||40||48|mg/L CaCO3||||30||35|mg/L CaCO3||||6.8||7.9|Winner,R.W.|8476|Toxicity of Copper to Daphnids in Reconstituted and Natural Waters|EPA-600/3-76-051, U.S.EPA, Duluth, MN:68 p.|1976|
1112248|7440473|Chromium|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||12||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||42.1||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||3||NR||NR|Day(s)|Not coded||20|||||C||||130||160|mg/L CaCO3||||110||120|mg/L CaCO3||||8.2||9.5|Winner,R.W.|8476|Toxicity of Copper to Daphnids in Reconstituted and Natural Waters|EPA-600/3-76-051, U.S.EPA, Duluth, MN:68 p.|1976|
1217029|7440473|Chromium|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Total||0.07||0.01||0.7|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||25|||||C||150|||||mg/L CaCO3|||||||NR|||||||Dorn,P.B., J.P. Salanitro, S.H. Evans, and L. Kravetz|20415|Assessing the Aquatic Hazard of Some Branched and Linear Nonionic Surfactants by Biodegradation and Toxicity|Environ. Toxicol. Chem.12(10): 1751-1762|1993|
1136504|7440473|Chromium|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|<|24||NR||NR|Hour(s)|Flow-through|Fresh water|Lab|NR|Total||0.022||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not coded|||||||NR||45|||||mg/L CaCO3||||43||45|mg/L CaCO3||||7.2||7.4|Mount,D.I., and T.J. Norberg|11181|A Seven-Day Life-Cycle Cladoceran Toxicity Test|Environ. Toxicol. Chem.3(3): 425-434|1984|
1273520|7440473|Chromium|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Not reported|Fresh water|Lab|NR|Total||0.42||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||1||NR||NR|Day(s)|Not coded|||||||NR|||||||NR|||||||NR|||||||Vinot,H., and J.P. Larpent|67528|Water Pollution by Uranium Ore Treatment Works|Hydrobiologia112:125-129|1984|
2034284|7440484|Cobalt|Not reported|Measured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported||NR||NR||NR|Not reported|Static|Fresh water|Lab|NR|Total||4.4||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LC50|Not reported||2||NR||NR|Day(s)|Not reported||20|||||C|||||||NR|||||||NR|||||||Stephan,C.E.|120960|Chronic Screening Toxicity Test with Daphnia magna|Sept.29th Memo to D.Friedman, U.S.EPA, Washington, DC:3 p.|1978|
1260576|7440508|Copper|Not reported|Unmeasured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Neonate|<=|24||NR||NR|Hour(s)|Static|Fresh water|Lab|6|Total||0.00977||NR||NR|AI mg/L|||||||||||||||||Behavior|Swimming|EC50|Not reported||1||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR|||||||Untersteiner,H., J. Kahapka, and H. Kaiser|72584|Behavioural Response of the Cladoceran Daphnia magna Straus to Sublethal Copper Stress - Validation by Image Analysis|Aquat. Toxicol.65(4): 435-442|2003|
1252967|7440508|Copper|Not coded|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Dissolved||0.0497||NR||NR|AI mg/L|||||||||||||||||Reproduction|Progeny counts/numbers|EC50|Not reported||21||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR||7.16|||||De Schamphelaere,K.A.C., and C.R. Janssen|75087|Effects of Dissolved Organic Carbon Concentration and Source, pH, and Water Hardness on Chronic Toxicity of Copper to Daphnia magna|Environ. Toxicol. Chem.23(5): 1115-1122|2004|
1314314|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|6|Dissolved||0.081||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR||7.7|||||Bossuyt,B.T.A., K.A.C. De Schamphelaere, and C.R. Janssen|118116|Using the Biotic Ligand Model for Predicting the Acute Sensitivity of Cladoceran Dominated Communities to Copper in Natural Surface Waters|Environ. Sci. Technol.38(19): 5030-5037|2004|
1252987|7440508|Copper|Not coded|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Dissolved||0.057||NR||NR|AI mg/L|||||||||||||||||Reproduction|Progeny counts/numbers|EC50|Not reported||21||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR||6.05|||||De Schamphelaere,K.A.C., and C.R. Janssen|75087|Effects of Dissolved Organic Carbon Concentration and Source, pH, and Water Hardness on Chronic Toxicity of Copper to Daphnia magna|Environ. Toxicol. Chem.23(5): 1115-1122|2004|
2141926|7440508|Copper|Not reported|Measured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|6|Total||0.0268||NR||NR|AI mg/L|||||||||||||||||Reproduction|Progeny counts/numbers|EC50|Not reported||21||NR||NR|Day(s)|Chronic||20|||||C||84*|||||mg/L CaCO3||114.0*|||||mg/L CaCO3||8.13|||||Villavicencio,G., P. Urrestarazu, J. Arbildua, and P.H. Rodriguez|167404|Application of an Acute Biotic Ligand Model to Predict Chronic Copper Toxicity to Daphnia magna in Natural Waters of Chile and Reconstituted Synthetic Waters|Environ. Toxicol. Chem.30(10): 2319-2325|2011|
1252960|7440508|Copper|Not coded|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Dissolved||0.195||NR||NR|AI mg/L|||||||||||||||||Reproduction|Progeny counts/numbers|EC50|Not reported||21||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR||7.91|||||De Schamphelaere,K.A.C., and C.R. Janssen|75087|Effects of Dissolved Organic Carbon Concentration and Source, pH, and Water Hardness on Chronic Toxicity of Copper to Daphnia magna|Environ. Toxicol. Chem.23(5): 1115-1122|2004|
2144464|7440508|Copper|Not reported|Measured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|>=6|Dissolved||0.648||0.612||0.689|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute|||||||NR|||||||NR|||||||NR||7.50*|||||De Schamphelaere,K.A.C., D.G. Heijerick, and C.R. Janssen|169285|Refinement and Field Validation of a Biotic Ligand Model Predicting Acute Copper Toxicity to Daphnia magna|Comp. Biochem. Physiol. C Toxicol. Pharmacol.133:243-258|2002|
2144476|7440508|Copper|Not reported|Measured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|>=6|Dissolved||0.281||0.258||0.306|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute|||||||NR|||||||NR|||||||NR||7.59*|||||De Schamphelaere,K.A.C., D.G. Heijerick, and C.R. Janssen|169285|Refinement and Field Validation of a Biotic Ligand Model Predicting Acute Copper Toxicity to Daphnia magna|Comp. Biochem. Physiol. C Toxicol. Pharmacol.133:243-258|2002|
2141834|7440508|Copper|Not reported|Measured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|6|Total||0.0324||NR||NR|AI mg/L|||||||||||||||||Reproduction|Progeny counts/numbers|EC50|Not reported||21||NR||NR|Day(s)|Chronic||20|||||C||21*|||||mg/L CaCO3||114.0*|||||mg/L CaCO3||8.42|||||Villavicencio,G., P. Urrestarazu, J. Arbildua, and P.H. Rodriguez|167404|Application of an Acute Biotic Ligand Model to Predict Chronic Copper Toxicity to Daphnia magna in Natural Waters of Chile and Reconstituted Synthetic Waters|Environ. Toxicol. Chem.30(10): 2319-2325|2011|
2141817|7440508|Copper|Not reported|Measured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|6|Total||0.0183||NR||NR|AI mg/L|||||||||||||||||Reproduction|Progeny counts/numbers|EC50|Not reported||21||NR||NR|Day(s)|Chronic||20|||||C||145*|||||mg/L CaCO3||84*|||||mg/L CaCO3||8.26*|||||Villavicencio,G., P. Urrestarazu, J. Arbildua, and P.H. Rodriguez|167404|Application of an Acute Biotic Ligand Model to Predict Chronic Copper Toxicity to Daphnia magna in Natural Waters of Chile and Reconstituted Synthetic Waters|Environ. Toxicol. Chem.30(10): 2319-2325|2011|
2144472|7440508|Copper|Not reported|Measured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|>=6|Dissolved||0.276||0.259||0.295|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute|||||||NR|||||||NR|||||||NR||7.93*|||||De Schamphelaere,K.A.C., D.G. Heijerick, and C.R. Janssen|169285|Refinement and Field Validation of a Biotic Ligand Model Predicting Acute Copper Toxicity to Daphnia magna|Comp. Biochem. Physiol. C Toxicol. Pharmacol.133:243-258|2002|
1310723|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|>=6|Dissolved||0.032||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C||250*|||||mg/L|||||||NR||7.8*|||||Bossuyt,B.T.A., and C.R. Janssen|80940|Copper Toxicity to Different Field-Collected Cladoceran Species:  Intra- and Inter-Species Sensitivity|Environ. Pollut.136(1): 145-154|2005|
2146063|7440508|Copper|Not reported|Measured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|7|Dissolved||NR||NR||NR|NR|Total||0.074089||NR||NR|AI mg/L|||||||||Reproduction|Progeny counts/numbers|EC50|Not reported||21||NR||NR|Day(s)|Chronic||20|||||C||180*|||||mg/L CaCO3|||||||NR||7.83|||||Hochmuth,J.D., J. Asselman, and K.A.C. De Schamphelaere|169656|Are Interactive Effects of Harmful Algal Blooms and Copper Pollution a Concern for Water Quality Management?|Water Res.60(1): 41-53|2014|
2144471|7440508|Copper|Not reported|Measured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|>=6|Dissolved||0.366||0.324||0.418|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute|||||||NR|||||||NR|||||||NR||7.72*|||||De Schamphelaere,K.A.C., D.G. Heijerick, and C.R. Janssen|169285|Refinement and Field Validation of a Biotic Ligand Model Predicting Acute Copper Toxicity to Daphnia magna|Comp. Biochem. Physiol. C Toxicol. Pharmacol.133:243-258|2002|
2144433|7440508|Copper|Not reported|Measured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|>=6|Dissolved||0.136||0.122||0.151|AI mg/L|Labile||0.015314586||0.012582108||0.018618978|AI mg/L|Total||0.533||0.493||0.576|AI mg/L|Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute|||||||NR|||||||NR|||||||NR||6.95|||||De Schamphelaere,K.A.C., D.G. Heijerick, and C.R. Janssen|169285|Refinement and Field Validation of a Biotic Ligand Model Predicting Acute Copper Toxicity to Daphnia magna|Comp. Biochem. Physiol. C Toxicol. Pharmacol.133:243-258|2002|
1252969|7440508|Copper|Not coded|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|NR|Dissolved||0.216||NR||NR|AI mg/L|||||||||||||||||Reproduction|Progeny counts/numbers|EC50|Not reported||21||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR||7.85|||||De Schamphelaere,K.A.C., and C.R. Janssen|75087|Effects of Dissolved Organic Carbon Concentration and Source, pH, and Water Hardness on Chronic Toxicity of Copper to Daphnia magna|Environ. Toxicol. Chem.23(5): 1115-1122|2004|
2141820|7440508|Copper|Not reported|Measured|Not reported||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Renewal|Fresh water|Lab|6|Total||0.0153||NR||NR|AI mg/L|||||||||||||||||Reproduction|Progeny counts/numbers|EC50|Not reported||21||NR||NR|Day(s)|Chronic||20|||||C||440*|||||mg/L CaCO3||89*|||||mg/L CaCO3||8.58*|||||Villavicencio,G., P. Urrestarazu, J. Arbildua, and P.H. Rodriguez|167404|Application of an Acute Biotic Ligand Model to Predict Chronic Copper Toxicity to Daphnia magna in Natural Waters of Chile and Reconstituted Synthetic Waters|Environ. Toxicol. Chem.30(10): 2319-2325|2011|
1314308|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|6|Dissolved||1.09||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR|||||||NR||6.8|||||Bossuyt,B.T.A., K.A.C. De Schamphelaere, and C.R. Janssen|118116|Using the Biotic Ligand Model for Predicting the Acute Sensitivity of Cladoceran Dominated Communities to Copper in Natural Surface Waters|Environ. Sci. Technol.38(19): 5030-5037|2004|
1131816|7440508|Copper|Not reported|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Not reported|>|24||NR||NR|Hour(s)|Static|Fresh water|Lab|NR|Total||0.257||NR||NR|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||20|||||C|||||||NR||/||/||/|NR||8.4/||/||/|Borgmann,U., and C.C. Charlton|10633|Copper Complexation and Toxicity to Daphnia in Natural Waters|J. Great Lakes Res.10(4): 393-398|1984|
1310537|7440508|Copper|Reagent Grade, Purissium, Purum, Puriss or Puris|Measured|Not coded||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|48||NR||NR|Hour(s)|Static|Fresh water|Lab|>=6|Dissolved||0.0193||0.0154||0.0243|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Not coded||||19*||21*|C||50*|||||mg/L CaCO3|||||||NR||6.8*|||||De Schamphelaere,K.A.C., B.T.A. Bossuyt, and C.R. Janssen|96000|Variability of the Protective Effect of Sodium on the Acute Toxicity of Copper to Freshwater Cladocerans|Environ. Toxicol. Chem.26(3): 535-542|2007|
2146661|7440508|Copper|Not reported|Measured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|>=6|Labile||0.0038064054||0.0033615834||0.0043084188|AI mg/L|Total||0.247||0.235||0.259|AI mg/L|||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute|||||||NR|||||||NR|||||||NR||6.27||6.18||6.36|De Schamphelaere,K.A.C., D.G. Heijerick, and C.R. Janssen|169285|Refinement and Field Validation of a Biotic Ligand Model Predicting Acute Copper Toxicity to Daphnia magna|Comp. Biochem. Physiol. C Toxicol. Pharmacol.133:243-258|2002|
2144478|7440508|Copper|Not reported|Measured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|>=6|Dissolved||0.175||0.165||0.185|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute|||||||NR|||||||NR|||||||NR||7.55*|||||De Schamphelaere,K.A.C., D.G. Heijerick, and C.R. Janssen|169285|Refinement and Field Validation of a Biotic Ligand Model Predicting Acute Copper Toxicity to Daphnia magna|Comp. Biochem. Physiol. C Toxicol. Pharmacol.133:243-258|2002|
2144461|7440508|Copper|Not reported|Measured|Organization for Economic Cooperation and Development||NR||NR||NR|Daphnia magna|Crustaceans; Standard Test Species|Juvenile|<|24||NR||NR|Hour(s)|Static|Fresh water|Lab|>=6|Dissolved||0.792||0.701||0.894|AI mg/L|||||||||||||||||Intoxication|Immobile|EC50|Not reported||2||NR||NR|Day(s)|Acute|||||||NR|||||||NR|||||||NR||7.35*|||||De Schamphelaere,K.A.C., D.G. Heijerick, and C.R. Janssen|169285|Refinement and Field Validation of a Biotic Ligand Model Predicting Acute Copper Toxicity to Daphnia magna|Comp. Biochem. Physiol. C Toxicol. Pharmacol.133:243-258|2002|
