CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
150196,3-Methoxyphenol,Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,12,Hour(s),Aquatic - not reported,Fresh water,Lab,4,Formulation,41.0901083,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Kopperman,H.L., R.M. Carlson, and R. Caple",2120,Aqueous Chlorination and Ozonation Studies. I. Structure-Toxicity Correlations of Phenolic Compounds to Daphnia magna,Chem.-Biol. Interact.9(4): 245-251,1974,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
150389,"N,N'-1,2-Ethanediylbis[N-(carboxymethyl)glycine sodium salt (1:3)",Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,4,Formulation,>100,AI mg/L,Mortality,Mortality,LC50,Not reported,4,Day(s),National Association of Photographic Manufacturers,167113,Environmental Effect of Photoprocessing Chemicals Vol I and II (557),EPA/OTS Doc. #40-8469216:536 p.,1974,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,7.5,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"LeBlanc,G.A.",11065,Laboratory Investigation into the Development of Resistance of Daphnia magna (Straus) to Environmental Pollutants,Environ. Pollut. A.27(4): 309-322,1982,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation 6.2 - 9 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,11,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,8.9,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,12.4,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,5.9,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,13.2,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,17.1,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,10.3,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,19.4,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,18.2,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,3.2,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,7.9,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,33,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,9,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"LeBlanc,G.A.",11065,Laboratory Investigation into the Development of Resistance of Daphnia magna (Straus) to Environmental Pollutants,Environ. Pollut. A.27(4): 309-322,1982,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation 7 - 12 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,14,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,6,Formulation,20.8,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Brunson,M.W., E.A. Wilson, and W.L. Goodfellow",172497,Acute and Chronic Toxicity Methiocarb to Selected Aquatic Organisms,La. Agric. Exp. Stn.:365-376,1985,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation 15.4 - 28.3 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,18.9,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,22.4,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,11.8,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,13.6,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,12.6,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,17.3,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,10,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Conway,R.A., G.T. Waggy, M.H. Spiegel, and R.L. Berglund",10117,Environmental Fate and Effects of Ethylene Oxide,Environ. Sci. Technol.17(2): 107-112,1983,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,12.1,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,15.2,AI mg/L,Mortality,Mortality,LC50,Not reported,1,Day(s),"Lewis,P.A., and C.I. Weber",11861,A Study of the Reliability of Daphnia Acute Toxicity Tests,ASTM Spec. Tech. Publ.:73-86,1985,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Neonate,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,7.4,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Lewis,P.A., and W.B. Horning II",3920,Differences in Acute Toxicity Test Results of Three Reference Toxicants on Daphnia at Two Temperatures,Environ. Toxicol. Chem.10:1351-1357,1991,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation NR - NR AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Measured,93.4,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Flow-through,Fresh water,Lab,NR,Active ingredient,1.8,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Bishop,W.E., and R.L. Perry",15273,Development and Evaluation of a Flow-Through Growth Inhibition Test with Duckweed (Lemna minor),ASTM Spec. Tech. Publ.:421-435,1981,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Active ingredient 0.5 - 2.6 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,NR,Not reported,Static,Fresh water,Lab,NR,Formulation,4.8,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"Conway,R.A., G.T. Waggy, M.H. Spiegel, and R.L. Berglund",10117,Environmental Fate and Effects of Ethylene Oxide,Environ. Sci. Technol.17(2): 107-112,1983,Purity:   NR - NR | Organism Age:   NR - NR Not reported | Conc 1 (Author):   Formulation 3.1 - 6.5 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
151213,Sulfuric acid monododecyl ester sodium salt (1:1),Not reported,Unmeasured,NR,Daphnia magna,Water Flea,Crustaceans; Standard Test Species,Not reported,<24,Hour(s),Static,Fresh water,Lab,NR,Formulation,6.2,AI mg/L,Mortality,Mortality,LC50,Not reported,2,Day(s),"LeBlanc,G.A.",11065,Laboratory Investigation into the Development of Resistance of Daphnia magna (Straus) to Environmental Pollutants,Environ. Pollut. A.27(4): 309-322,1982,Purity:   NR - NR | Organism Age:   NR - NR Hour(s) | Conc 1 (Author):   Formulation 4.9 - 7.8 AI mg/L | Duration (Days):   NR - NR Day(s) | Conc 2 (Author):   NR (NR - NR) NR | Conc 3 (Author):   NR (NR - NR) NR
